word,pos,wl,freq_per_million
remnants,nn2,8,4.000420947
remorse,nn1,7,1.961209155
remoteness,nn1,10,1.983495623
removal,nn1,7,22.63190792
remuneration,nn1,12,5.036741693
ren&eacute,np0,10,1.682628309
renaissance,nn1,11,12.580711
renault,nn1-np0,7,2.195217066
renault,np0,7,2.429224976
rendering,nn1,9,1.437477165
rendezvous,nn1,10,2.763521991
rendition,nn1,9,1.092036916
renewal,nn1,7,10.90922592
renfe,nn1-np0,5,1.370617762
rennie,np0,6,1.448620399
renovation,nn1,10,2.529514081
rental,nn1,6,4.925309355
rentals,nn2,7,1.381760996
rentokil,np0,8,1.270328657
renton,np0,6,1.537766269
rents,nn2,5,6.229067714
rents,nn2-vvz,5,1.816347115
renunciation,nn1,12,1.4820501
renwick,np0,7,3.443259255
reorganisation,nn1,14,6.541078261
reorganization,nn1,14,4.15642622
repair,nn1,6,13.3050212
repair,nn1-vvb,6,4.568725872
repairs,nn2,7,9.605467566
repairs,nn2-vvz,7,2.952956966
reparations,nn2,11,1.114323384
repatriation,nn1,12,3.610407763
repayment,nn1,9,7.744547515
repayments,nn2,10,4.323574728
repeal,nn1,6,2.172930598
repeat,nn1,6,4.769304081
repeat,nn1-vvb,6,1.593482438
repeats,nn2,7,1.381760996
repentance,nn1,10,1.415190697
repercussions,nn2,13,3.354113384
repertoire,nn1,10,5.716478957
repertory,nn1,9,1.515479802
repetition,nn1,10,9.627754034
repetitions,nn2,11,1.62691214
replacement,nn1,11,28.17009514
replacements,nn2,12,3.186964877
replay,nn1,6,3.799842738
replica,nn1,7,3.654980698
replicas,nn2,8,1.214612488
replication,nn1,11,2.975243434
replies,nn2,7,4.958739057
replies,nn2-vvz,7,1.682628309
reply,nn1,5,30.93361713
reply,nn1-vvb,5,2.273219702
report,nn1,6,221.9620748
report,nn1-vvb,6,28.40410305
reporter,nn1,8,12.45813543
reporters,nn2,9,8.034271595
reporting,nn1,9,3.030959603
reporting,nn1-vvg,9,4.234428857
reports,nn2,7,60.36289768
reports,nn2-vvz,7,39.41361807
repose,nn1,6,1.326044826
repository,nn1,10,2.863811096
repossessions,nn2,13,1.281471891
representation,nn1,14,38.82302668
representations,nn2,15,14.65335249
representative,nn1,14,17.04914777
representative,nn1-np0,14,1.303758359
representative,np0,14,1.025177513
representatives,nn2,15,39.3244722
representatives,np0,15,6.028489505
repression,nn1,10,6.997950848
reprieve,nn1,8,2.217503533
reprisals,nn2,9,1.526623035
reproach,nn1,8,1.493193334
reproduction,nn1,12,12.06812224
reproductions,nn2,13,1.593482438
reptile,nn1,7,1.270328657
reptiles,nn2,8,3.39868632
republic,nn1,8,29.22870235
republic,np0,8,18.53119787
republican,nn1,10,6.986807615
republicans,nn2,11,5.805624828
republics,nn2,9,15.84567851
repudiation,nn1,11,1.33718806
reputation,nn1,10,40.20478768
reputations,nn2,11,2.340079105
request,nn1,7,37.90928151
request,nn1-vvb,7,4.323574728
requests,nn2,8,11.45524438
requests,nn2-vvz,8,2.685519354
requirement,nn1,11,32.76110748
requirements,nn2,12,63.95101898
resale,nn1,6,2.139500896
rescue,nn1,6,12.74785951
rescue,nn1-np0,6,1.259185423
rescue,nn1-vvb,6,3.309540449
rescuers,nn2,8,1.114323384
research,nn1,8,271.1817386
research,nn1-vvb,8,18.67605991
research,np0,8,1.080893682
researcher,nn1,10,11.24352294
researchers,nn2,11,26.00830777
researchers,np0,11,1.927779453
researches,nn2,10,2.67437612
resection,nn1,9,2.184073832
reseller,nn1,8,1.259185423
resellers,nn2,9,2.128357663
resemblance,nn1,11,7.69997458
resentment,nn1,10,10.90922592
reservation,nn1,11,6.986807615
reservations,nn2,12,10.45235334
reserve,nn1,7,9.70575667
reserve,nn1-vvb,7,2.028068558
reserves,nn2,8,14.65335249
reserves,nn2-vvz,8,5.527043982
reservoir,nn1,9,6.908804978
reservoir,nn1-np0,9,1.04746398
reservoirs,nn2,10,3.710696867
resettlement,nn1,12,1.872063284
reshuffle,nn1,9,3.320683683
reshuffle,nn1-vvb,9,2.596373484
residence,nn1,9,17.52830682
residences,nn2,10,1.493193334
residency,nn1,9,1.114323384
resident,nn1,8,6.162208311
residents,nn2,9,36.15979379
residuals,nn2,9,1.058607214
residue,nn1,7,3.788699504
residues,nn2,8,4.234428857
residues,nn2-vvz,8,1.972352389
resignation,nn1,11,24.26996329
resignations,nn2,12,2.273219702
resilience,nn1,10,2.484941145
resin,nn1,5,3.309540449
resins,nn2,6,1.058607214
resistance,nn1,10,39.55848011
resistor,nn1,8,1.225755722
resolution,nn1,10,35.58034564
resolutions,nn2,11,6.697083535
resolve,nn1,7,3.276110748
resolve,nn1-vvb,7,1.147753085
resonance,nn1,9,3.744126569
resort,nn1,6,19.69009419
resort,nn1-vvb,6,1.125466617
resorts,nn2,7,4.702444678
resorts,nn2-vvz,7,1.136609851
resource,nn1,8,20.57040966
resource,nn1-vvb,8,6.251354181
resources,nn2,9,110.4071608
respect,nn1,7,47.01330355
respect,nn1-vvb,7,6.017346271
respectability,nn1,14,3.599264529
respects,nn2,8,15.24394389
respects,nn2-vvz,8,1.91663622
respiration,nn1,11,1.348331294
respite,nn1,7,4.000420947
respondent,nn1,10,3.810985972
respondents,nn2,11,11.91211697
response,nn1,8,106.2841643
responses,nn2,9,28.60468125
responsibilities,nn2,16,29.88615315
responsibility,nn1,14,95.85409745
responsiveness,nn1,14,1.782917414
restaurant,nn1,10,37.38554952
restaurants,nn2,11,17.40573125
restitution,nn1,11,1.883206518
restlessness,nn1,12,1.593482438
restoration,nn1,11,21.10528488
restraint,nn1,9,10.09576985
restraint,nn1-vvb,9,1.493193334
restraints,nn2,10,3.030959603
restriction,nn1,11,13.12672946
restrictions,nn2,12,29.36242116
restructuring,nn1,13,4.423863833
restructuring,nn1-vvg,13,2.618659951
rests,nn2-vvz,5,5.917057166
result,nn1,6,202.0602591
result,nn1-vvb,6,5.081314629
results,nn2,7,126.9325766
results,nn2-vvz,7,29.6744317
resumption,nn1,10,3.521261892
resurgence,nn1,10,2.808094926
resurrection,nn1,12,4.435007066
resuscitation,nn1,13,1.504336568
retailer,nn1,8,3.186964877
retailers,nn2,9,7.254245227
retailing,nn1,9,1.582339205
retailing,nn1-vvg,9,3.075532538
retain,nn1-vvb,6,1.136609851
retainer,nn1,8,1.125466617
retainers,nn2,9,1.526623035
retaliation,nn1,11,3.064389305
retardation,nn1,11,1.77177418
retention,nn1,9,8.792011496
rethink,nn1,7,1.04746398
reticence,nn1,9,1.236898956
retina,nn1,6,3.186964877
retinue,nn1,7,1.894349752
retirement,nn1,10,34.46602225
retirement,nn1-np0,10,1.214612488
retort,nn1,6,1.437477165
retreat,nn1,7,9.271170551
retreat,nn1-vvb,7,1.359474528
retrial,nn1,7,1.125466617
retribution,nn1,11,3.097819006
retrieval,nn1,9,5.571616918
retrograde,nn1,10,1.638055374
retrospect,nn1,10,4.245572091
return,nn1,6,65.92337137
return,nn1-vvb,6,21.61787364
returning,nn1-vvg,9,1.950065921
returns,nn2,7,7.610828709
returns,nn2-vvz,7,5.961630102
reunification,nn1,13,3.120105474
reunion,nn1,7,3.989277713
reunion,np0,7,2.00578209
reuter,np0,6,6.006203037
reuters,np0,7,1.62691214
revaluation,nn1,11,1.86092005
revelation,nn1,10,10.02891045
revelations,nn2,11,5.315322539
revenge,nn1,7,9.371459655
revenge,nn1-vvb,7,1.459763632
revenue,nn1,7,42.51143708
revenues,nn2,8,13.73960732
reverence,nn1,9,2.763521991
reverend,np0,8,5.415611644
reverie,nn1,7,1.493193334
reversal,nn1,8,5.671906022
reverse,nn1,7,5.415611644
reversion,nn1,9,2.496084379
review,nn1,6,67.79543465
review,nn1-vvb,6,10.58607214
review,np0,6,8.858870899
reviewer,nn1,8,2.328935872
reviewers,nn2,9,1.849776817
reviews,nn2,7,8.268279506
reviews,nn2-vvz,7,3.532405126
revision,nn1,8,10.24063189
revision,nn1-np0,8,1.348331294
revisions,nn2,9,2.473797911
revival,nn1,7,10.96494209
revolt,nn1,6,6.919948212
revolution,nn1,10,42.71201529
revolution,nn1-np0,10,5.527043982
revolutionaries,nn2,15,2.250933235
revolutionary,np0,13,1.392904229
revolutions,nn2,11,2.685519354
revolver,nn1,8,1.972352389
revolves,nn2-vvz,8,1.19232602
revulsion,nn1,9,2.373508807
reward,nn1,6,17.23858274
reward,nn1-vvb,6,1.303758359
rewards,nn2,7,11.93440344
reynolds,np0,8,11.36609851
rhetoric,nn1,8,10.54149921
rheumatism,nn1,10,1.092036916
rhine,nn1-np0,5,2.306649404
rhino,nn1,5,2.094927961
rhinoceros,nn1,10,1.04746398
rhinos,nn2,6,1.04746398
rhoda,np0,5,1.437477165
rhodes,np0,6,5.437898112
rhodesia,np0,8,2.607516717
rhyme,nn1,5,2.340079105
rhymes,nn2,6,1.025177513
rhymes,nn2-vvz,6,1.114323384
rhythm,nn1,6,15.93482438
rhythms,nn2,7,6.139921843
ribber,nn1,6,2.061498259
ribbon,nn1,6,6.953377913
ribbons,nn2,7,3.621550996
richard,np0,7,102.4063189
richards,np0,8,11.95668991
richardson,nn1-np0,10,1.794060647
richardson,np0,10,9.204311148
riches,nn2,6,2.830381394
richie,np0,6,2.395795275
richmond,np0,8,10.57492891
richness,nn1,8,4.368147663
richter,np0,7,2.117214429
ricky,np0,5,3.955848011
riddle,nn1,6,1.404047463
riddle,np0,6,1.10318015
rider,nn1,5,9.594324332
riders,nn2,6,8.290565973
rides,nn2,5,2.250933235
rides,nn2-vvz,5,1.638055374
ridge,nn1,5,11.29923911
ridge,np0,5,2.250933235
ridges,nn2,6,3.966991245
ridicule,nn1,8,1.615768906
riding,nn1-vvg,6,2.473797911
riding,np0,6,3.944704778
ridley,np0,6,3.554691593
rifkind,np0,7,1.805203881
rifle,nn1,5,7.566255774
rifles,nn2,6,3.677267166
right,nn0,5,28.68268389
right,nn1,5,106.4290264
righteousness,nn1,13,1.615768906
rightness,nn1,9,1.136609851
rights,nn2,6,138.8001207
rigidity,nn1,8,2.340079105
rigour,nn1,6,2.083784727
rigours,nn2,7,2.117214429
riley,np0,5,2.752378757
rincewind,np0,9,4.501866469
rings,nn2,5,9.170881446
rings,nn2-vvz,5,4.724731146
rinse,nn1,5,1.136609851
rioters,nn2,7,1.493193334
riots,nn2,5,6.786229406
riots,nn2-vvz,5,2.317792638
ripley,np0,6,1.560052737
ripon,np0,5,2.384652041
ripple,nn1,6,2.15064413
ripples,nn2,7,1.582339205
rises,nn2,5,5.081314629
rises,nn2-vvz,5,10.22948866
rising,nn1,6,1.470906866
rising,nn1-vvg,6,3.944704778
risks,nn2,5,21.92988419
risks,nn2-vvz,5,4.513009703
ritchie,np0,7,2.317792638
rites,nn2,5,4.200999156
ritual,nn1,6,6.931091445
rituals,nn2,7,5.671906022
rival,nn1,5,7.209672291
rivalries,nn2,9,1.938922687
rivalry,nn1,7,5.393325176
rivals,nn2,6,12.87043508
rivals,nn2-vvz,6,3.008673135
riven,np0,5,3.120105474
river,nn1,5,75.74056038
river,np0,5,24.44825503
rivera,np0,6,1.125466617
rivers,nn2,6,22.77676996
rivers,np0,6,2.016925324
riverside,nn1,9,2.852667862
riverside,np0,9,1.894349752
riviera,nn1-np0,7,1.225755722
roach,nn1,5,1.827490349
roach,nn1-vvb,5,1.04746398
roads,nn2,5,36.60552315
roads,np0,5,2.29550617
roadshow,nn1,8,1.147753085
roadside,nn1,8,4.011564181
roadway,nn1,7,1.872063284
robber,nn1,6,1.927779453
robberies,nn2,9,1.526623035
robbers,nn2,7,2.808094926
robbery,nn1,7,8.346282142
robbie,nn1-np0,6,2.58523025
robbie,np0,6,6.775086172
robbins,np0,7,2.239790001
robemaker,nn1-np0,9,1.025177513
robert,np0,6,83.47396466
roberto,np0,7,1.782917414
roberts,np0,7,16.13540259
robertson,nn1-np0,9,1.225755722
robertson,np0,9,8.167990401
robes,nn2,5,3.175821643
robin,nn1,5,1.593482438
robin,nn1-np0,5,1.582339205
robin,np0,5,18.442052
robins,np0,6,2.886097563
robinson,nn1-np0,8,2.596373484
robinson,np0,8,14.44163105
robot,nn1,5,4.345861196
robots,nn2,6,3.075532538
robson,nn1-np0,6,1.493193334
robson,np0,6,6.139921843
robyn,np0,5,13.42759677
rocard,np0,6,1.10318015
rochdale,np0,8,2.262076469
roche,np0,5,2.362365573
rochester,np0,9,5.11474433
rock'n'roll,nn1,11,1.515479802
rocker,nn1,6,1.404047463
rockers,nn2,7,1.158896319
rocket,nn1,6,5.861340997
rockets,nn2,7,2.785808459
rocks,nn2,5,29.21755912
rocks,nn2-vvz,5,1.348331294
rocks,np0,5,1.058607214
rocky,np0,5,4.256715325
rodents,nn2,7,1.693771543
roderick,np0,8,2.328935872
rodgers,np0,7,1.437477165
rodney,np0,6,4.30128826
rodrigo,nn1-np0,7,1.19232602
rodrigo,np0,7,1.10318015
rodriguez,np0,9,1.459763632
roger,np0,5,26.50975329
rogers,np0,6,7.376820799
rogue,nn1,5,3.053246071
rohan,np0,5,1.849776817
rohmer,nn1-np0,6,1.002891045
rohmer,np0,6,2.863811096
roirbak,np0,7,1.292615125
roland,np0,6,7.287674928
roles,nn2,5,30.08673135
rolle,np0,5,1.33718806
roller,nn1,6,3.666123932
rollers,nn2,7,2.874954329
rolling,nn1-vvg,7,1.292615125
rolling,np0,7,2.284362936
rolls,nn2,5,8.602576521
rolls,nn2-vvz,5,3.755269802
rolls-royce,np0,11,3.320683683
roman,nn1,5,1.158896319
roman,nn1-np0,5,2.930670499
roman,np0,5,8.346282142
romance,nn1,7,9.393746123
romances,nn2,8,1.292615125
romania,np0,7,12.6810001
romanians,nn2,9,1.905492986
romanov,np0,7,4.167569454
romans,nn2,6,8.714008859
romanticism,nn1,11,1.760630946
romeo,nn1-np0,5,1.827490349
romford,np0,7,1.125466617
ronald,np0,6,6.74165647
ronni,np0,5,5.527043982
ronnie,np0,6,5.471327813
roofing,nn1,7,1.805203881
roofs,nn2,5,7.298818162
rooftops,nn2,8,1.002891045
rooms,nn2,5,58.07853475
rooney,np0,6,1.069750448
roosevelt,np0,9,3.721840101
roots,nn2,5,25.42885961
roots,nn2-vvz,5,1.470906866
rootstock,nn1,9,1.036320747
ropes,nn2,5,6.017346271
rosalind,np0,8,1.537766269
rosemary,nn1,8,1.225755722
rosemary,np0,8,5.683049256
rosen,np0,5,1.181182787
rosenberg,np0,9,1.058607214
rosenthal,np0,9,1.671485075
roses,nn2,5,13.70617762
roses,np0,5,2.496084379
rosette,nn1,7,1.069750448
rosettes,nn2,8,1.136609851
rosewood,nn1,8,1.537766269
rosie,np0,5,7.376820799
rostov,np0,6,4.891879654
rostrum,nn1,7,1.24804219
rosyth,nn1-np0,6,1.170039553
rotation,nn1,8,8.446571247
rotherham,np0,9,1.805203881
rothschild,np0,10,1.270328657
rotor,nn1,5,4.914166121
rotors,nn2,6,1.025177513
rotterdam,np0,9,1.983495623
rottweiler,nn1,10,2.874954329
rottweilers,nn2,11,1.114323384
rouble,nn1,6,2.072641493
roubles,nn2,7,3.019816369
rouen,np0,5,1.671485075
rouge,nn1,5,3.844415673
rouges,nn2,6,1.927779453
round,nn1,5,16.40284021
round-up,nn1,8,2.094927961
roundabout,nn1,10,1.905492986
roundabouts,nn2,11,1.080893682
rounds,nn2,6,10.76436388
rounds,nn2-vvz,6,2.540657314
rourke,np0,6,2.741235523
rousseau,np0,8,2.707805822
route,nn1,5,54.35669465
route,nn1-np0,5,1.615768906
route,np0,5,1.649198608
router,nn1,6,1.19232602
routes,nn2,6,19.67895095
routes,nn2-vvz,6,1.593482438
routine,nn1,7,20.16925324
routines,nn2,8,6.708226769
rover,nn1,5,2.462654678
rover,nn1-np0,5,9.438319058
rover,np0,5,2.997529902
rovers,nn2,6,2.518370847
rovers,np0,6,5.560473684
rowland,np0,7,2.808094926
rowlands,np0,8,1.025177513
rowntree,nn1-np0,8,1.303758359
roxburgh,np0,8,3.39868632
royal,np0,5,1.04746398
royals,nn2,6,2.741235523
royalties,nn2,9,3.63269423
royalty,nn1,7,5.203890201
royce,np0,5,1.002891045
royston,np0,7,1.816347115
rozanov,np0,7,1.136609851
rspca,nn1,5,1.671485075
rspca,nn1-np0,5,1.704914777
rubber,nn1,6,2.874954329
rubbish,nn1,7,18.80977871
rubble,nn1,6,3.721840101
rubens,np0,6,1.19232602
rucksack,nn1,8,2.607516717
rudder,nn1,6,2.58523025
ruddock,nn1-np0,7,1.136609851
rudeness,nn1,8,1.147753085
rudolf,np0,6,2.830381394
rufus,nn1-np0,5,1.381760996
rufus,np0,5,3.376399852
rugby,nn1,5,23.43422076
rugby,nn1-np0,5,5.939343634
rugby,np0,5,6.719370003
ruins,nn2,5,6.964521147
ruler,nn1,5,9.416032591
rulers,nn2,6,7.26538846
rules,nn2,5,106.1393023
rules,nn2-vvz,5,9.092878809
ruling,nn1,6,6.685940301
ruling,nn1-vvg,6,1.092036916
rulings,nn2,7,1.426333931
rumbelows,np0,9,1.292615125
rumble,nn1,6,1.91663622
rumour,nn1,6,7.042523784
rumours,nn2,7,12.94843772
rumours,nn2-vvz,7,1.19232602
run-up,nn1,6,3.287253981
runaway,nn1,7,2.596373484
runcorn,np0,7,2.061498259
rundown,nn1,7,1.24804219
runner,nn1,6,6.763942938
runner-up,nn1,9,3.008673135
runners,nn2,7,8.36856861
runners-up,nn2,10,2.507227613
running,nn1,7,2.81923816
running,nn1-vvg,7,4.189855922
runway,nn1,6,5.137030798
rupert,np0,6,7.109383187
rupture,nn1,7,1.33718806
rushdie,np0,7,2.629803185
rushes,nn2,6,1.392904229
ruskin,nn1-np0,6,1.303758359
ruskin,np0,6,1.225755722
russell,np0,7,21.07185518
russia,np0,6,46.32242305
russian,np0,7,1.036320747
russians,nn2,8,14.22990961
russon,nn1-np0,6,1.883206518
rustle,nn1,6,1.292615125
rutherford,np0,10,1.827490349
ruthlessness,nn1,12,1.292615125
ruthven,np0,7,1.10318015
rutland,np0,7,2.139500896
rwanda,np0,6,1.24804219
ryder,np0,5,4.758160848
ryley,nn1-np0,5,1.526623035
ryzhkov,np0,7,1.092036916
s.l.t.,np0,6,1.114323384
s.tdy,nn0,5,1.170039553
saatchi,nn1-np0,7,1.069750448
saatchi,np0,7,1.86092005
sabah,np0,5,1.548909503
sabatini,np0,8,1.036320747
sabbath,nn1,7,2.016925324
sabbath,nn1-np0,7,1.147753085
sabha,np0,5,1.136609851
sabine,nn1-np0,6,1.760630946
sabine,np0,6,3.688410399
sabotage,nn1,8,1.604625672
sabre,nn1,5,1.058607214
sabrina,np0,7,1.136609851
sachs,np0,5,1.515479802
sacking,nn1,7,1.10318015
sacks,nn2,5,2.830381394
sacrament,nn1,9,1.827490349
sacraments,nn2,10,1.092036916
sacrifice,nn1,9,7.421393734
sacrifice,nn1-vvb,9,1.10318015
sacrifices,nn2,10,3.131248708
saddam,np0,6,8.51343065
saddle,nn1,6,6.685940301
sadler,nn1-np0,6,1.326044826
sadler,np0,6,1.760630946
sadness,nn1,7,8.268279506
safari,nn1,6,2.317792638
safeguard,nn1,9,1.905492986
safeguards,nn2,10,3.966991245
safety,nn1,6,88.12069317
saffron,nn1,7,1.236898956
sahara,np0,6,2.039211792
saigon,np0,6,1.392904229
sailing,nn1-vvg,7,3.342970151
sailing,np0,7,1.158896319
sailor,nn1,6,4.73587438
sailors,nn2,7,7.32110463
sails,nn2,5,3.978134479
sails,nn2-vvz,5,1.036320747
sainsbury,np0,9,8.279422739
saint,nn1,5,6.039632739
saint,np0,5,6.106492142
saints,nn2,6,9.237740849
saints,np0,6,1.292615125
salad,nn1,5,10.02891045
salads,nn2,6,3.019816369
salami,nn1,6,1.24804219
salaries,nn2,8,9.382602889
salary,nn1,6,19.25550807
sales,nn2,5,107.5990659
salesman,nn1,8,4.368147663
salesmen,nn2,8,2.551800548
salesperson,nn1,11,2.429224976
salford,np0,7,2.574087016
salisbury,np0,9,8.792011496
saliva,nn1,6,2.496084379
sally,np0,5,13.02644035
sally-anne,np0,10,4.914166121
salman,np0,6,1.493193334
salmon,nn0,6,11.65582259
salmon,np0,6,3.264967514
salmonella,nn1,10,1.392904229
salon,nn1,5,6.273640649
salon,nn1-np0,5,1.259185423
salons,nn2,6,1.827490349
saloon,nn1,6,5.627333087
saloons,nn2,7,1.348331294
saltburn,nn1-np0,8,1.014034279
salts,nn2,5,4.200999156
salute,nn1,6,2.44036821
salvador,np0,8,6.919948212
salvage,nn1,7,1.259185423
salvation,nn1,9,11.08751767
salzburg,np0,8,3.019816369
samantha,np0,8,1.794060647
sammy,nn1-np0,5,1.404047463
sammy,np0,5,1.370617762
samoa,np0,5,1.214612488
sample,nn1,6,46.5341445
sample,nn1-vvb,6,1.036320747
samples,nn2,7,28.17009514
samples,nn2-vvz,7,1.838633583
sampling,nn1,8,1.426333931
sampling,nn1-vvg,8,2.518370847
sampson,np0,7,1.716058011
samson,np0,6,1.426333931
samuel,np0,6,14.58649309
sanchez,np0,7,1.292615125
sanction,nn1,8,3.643837464
sanctions,nn2,9,10.9983718
sanctions,nn2-vvz,9,2.239790001
sanctity,nn1,8,1.738344478
sanctuaries,nn2,11,1.025177513
sanctuary,nn1,9,8.257136272
sandals,nn2,7,3.064389305
sanders,np0,7,2.128357663
sanderson,np0,9,1.749487712
sandinista,nn1-np0,10,1.326044826
sandison,np0,8,1.136609851
sandra,np0,6,6.240210948
sandringham,np0,11,1.036320747
sands,nn2,5,4.189855922
sands,np0,5,1.883206518
sandstone,nn1,9,3.354113384
sandstones,nn2,10,1.326044826
sandwich,nn1,8,7.020237316
sandwich,nn1-vvb,8,1.370617762
sandwich,np0,8,1.593482438
sandwiches,nn2,10,5.850197763
sandwiches,nn2-vvz,10,1.994638856
sandy,np0,5,6.841945575
sandys,np0,6,1.270328657
sanitation,nn1,10,1.660341841
sanity,nn1,6,2.774665225
santa,np0,5,13.60588851
santiago,np0,8,2.406938508
saracens,nn2,8,1.314901593
sarah,np0,5,34.14286847
sarajevo,np0,8,5.270749604
sarcasm,nn1,7,2.986386668
sardines,nn2,8,1.181182787
sardinia,np0,8,1.24804219
sarella,nn1-np0,7,1.092036916
sarella,np0,7,1.671485075
sartre,nn1-np0,6,1.147753085
sartre,np0,6,2.81923816
satan,nn1-np0,5,1.147753085
satan,np0,5,3.030959603
satchell,np0,8,1.91663622
satellite,nn1,9,16.22454846
satellites,nn2,10,5.348752241
satin,nn1,5,5.014455226
satire,nn1,6,1.716058011
satisfaction,nn1,12,30.59932011
satisfactions,nn2,13,1.080893682
saturation,nn1,10,2.886097563
saturday,np0,8,75.64027127
saturdays,np0,9,3.588121295
sauce,nn1,5,10.50806951
sauce,nn1-vvb,5,2.540657314
saucepan,nn1,8,3.120105474
saucepans,nn2,9,1.014034279
saucer,nn1,6,3.432116021
saucers,nn2,7,1.693771543
sauces,nn2,6,1.4820501
saudi,np0,5,9.115165277
sauna,nn1,5,2.897240797
saunders,np0,8,7.109383187
sausage,nn1,7,4.59101234
sausages,nn2,8,4.189855922
savage,np0,6,2.81923816
savagery,nn1,8,1.816347115
savages,nn2,7,1.092036916
saver,nn1,5,1.069750448
savers,nn2,6,2.340079105
saville,np0,7,1.292615125
saving,nn1,6,5.047884927
saving,nn1-vvg,6,7.911696023
savings,nn2,7,29.88615315
saviour,nn1,7,1.894349752
saviour,np0,7,1.025177513
savoy,nn1,5,1.660341841
savoy,nn1-np0,5,1.749487712
sawdust,nn1,7,1.080893682
sawyer,np0,6,1.314901593
saxons,nn2,6,2.072641493
saxony,nn1-np0,6,1.392904229
saying,nn1,6,2.507227613
saying,nn1-vvg,6,15.53366797
sayings,nn2,7,1.326044826
scaffold,nn1,8,1.816347115
scaffolding,nn1,11,2.73009229
scala,np0,5,1.04746398
scale,nn1,5,75.484266
scale,nn1-vvb,5,1.437477165
scales,nn2,6,15.48909503
scalp,nn1,5,3.39868632
scandal,nn1,7,15.22165742
scandals,nn2,8,3.175821643
scandinavia,np0,11,3.075532538
scanner,nn1,7,3.966991245
scanners,nn2,8,1.114323384
scanning,nn1-vvg,8,1.259185423
scapegoat,nn1,9,1.604625672
scarborough,np0,11,5.894770699
scarcity,nn1,8,2.284362936
scare,nn1,5,2.206360299
scarf,nn1,5,4.802733783
scargill,np0,8,1.459763632
scarlet,np0,7,4.88073642
scarman,np0,7,1.147753085
scars,nn2,5,3.242681046
scarves,nn2,7,1.994638856
scathach,np0,8,1.615768906
scatter,nn1,7,1.080893682
scattering,nn1,10,1.638055374
scenario,nn1,8,6.763942938
scenarios,nn2,9,2.239790001
scene,nn1,5,73.46734067
scenery,nn1,7,8.279422739
scenes,nn2,6,22.57619175
scent,nn1,5,10.4077804
scents,nn2,6,2.15064413
sceptic,nn1,7,1.359474528
scepticism,nn1,10,6.953377913
sceptics,nn2,8,1.77177418
sched,np0,5,1.181182787
schedule,nn1,8,16.41398344
schedule,nn1-np0,8,4.769304081
schedule,nn1-vvb,8,2.195217066
schedule,np0,8,1.470906866
schedules,nn2,9,4.468436768
schedules,nn2-vvz,9,1.972352389
schellenberg,np0,12,2.707805822
schema,nn1,6,2.886097563
schemata,nn2,8,1.136609851
scheme,nn1,6,121.9515511
scheme,nn1-vvb,6,3.599264529
schemes,nn2,7,49.09708828
schemes,nn2-vvz,7,3.621550996
schism,nn1,6,1.225755722
schizophrenia,nn1,13,3.900131842
schmidt,np0,7,2.273219702
schoenberg,np0,10,1.014034279
schofield,np0,9,2.462654678
scholar,nn1,7,7.733404282
scholars,nn2,8,12.55842453
scholarship,nn1,11,9.159738212
scholarships,nn2,12,2.072641493
school,nn1,6,366.3895285
school,np0,6,1.704914777
school-leavers,nn2,14,1.493193334
schoolboy,nn1,9,5.203890201
schoolboys,nn2,10,1.548909503
schoolchildren,nn1,14,2.44036821
schoolchildren,nn2,14,1.77177418
schooldays,nn2,10,1.203469254
schoolgirl,nn1,10,3.008673135
schooling,nn1,9,4.501866469
schooling,nn1-vvg,9,3.833272439
schoolmaster,nn1,12,2.696662588
schoolroom,nn1,10,1.10318015
schools,nn2,7,151.9045636
schools,np0,7,6.307070351
schoolteacher,nn1,13,1.504336568
schramm,np0,7,1.426333931
schubert,np0,8,1.537766269
schumacher,nn1-np0,10,1.326044826
schumann,np0,8,1.036320747
schweppes,np0,9,1.214612488
science,nn1,7,112.9255317
sciences,nn2,8,22.57619175
scientific,np0,10,1.348331294
scientist,nn1,9,21.55101424
scientists,nn2,10,38.17671912
scissors,nn2,8,4.312431494
sclerosis,nn1,9,1.749487712
sclerotherapy,nn1,13,1.348331294
scoop,nn1,5,1.426333931
scope,nn1,5,36.47180434
score,nn1,5,25.49571901
score,nn1-vvb,5,3.755269802
scorer,nn1,6,4.022707414
scorers,nn2,7,1.571195971
scores,nn2,6,13.88446936
scores,nn2-vvz,6,3.966991245
scoring,nn1-vvg,7,2.050355026
scorn,nn1,5,2.830381394
scorpion,nn1,8,1.025177513
scorton,np0,7,2.128357663
scotch,nn1,6,2.67437612
scotia,np0,6,1.326044826
scotland,np0,8,140.3267437
scots,nn2,5,11.72268199
scots,np0,5,1.359474528
scotsman,nn1,8,3.432116021
scotsman,np0,8,1.604625672
scott,np0,5,32.96168568
scottish,np0,8,1.582339205
scotvec,nn1,7,1.04746398
scotvec,nn1-np0,7,5.950486868
scotvec,np0,7,2.518370847
scourge,nn1,7,1.504336568
scout,nn1,5,2.473797911
scouts,nn2,6,3.888988608
scowl,nn1,5,1.259185423
scramble,nn1,8,1.994638856
scrap,nn1,5,5.671906022
scraps,nn2,6,3.432116021
scratch,nn1,7,6.07306244
scratches,nn2,9,1.136609851
scream,nn1,6,5.02559846
screaming,nn1-vvg,9,2.306649404
screams,nn2,7,3.365256618
screech,nn1,7,1.158896319
screen,nn1,6,49.67653644
screen,nn1-vvb,6,1.080893682
