word,celex_total,celex_wrt,celex_spk,ad_profile,mlbf_tk,wordlength
bacterium,1.01,0.96,1.54,100100000,2.22439695,9
hindrance,1.28,1.27,1.54,100100000,2.293959671,9
leukaemia,1.17,1.27,0,100100000,0.971490203,9
tradesmen,1.23,1.33,0,100100000,2.394039906,9
bookcases,1.4,1.45,0.77,100100000,2.010259797,9
barbarian,1.34,1.45,0,100100000,2.17606505,9
tortoises,1.68,1.75,0.77,100100000,2.360280011,9
barbarism,1.68,1.81,0,100100000,2.221939648,9
hostesses,1.9,2.05,0,100100000,2.679297958,9
destinies,2.12,2.29,0,100100000,2.929726856,9
fisheries,2.18,2.29,0.77,100100000,2.613637638,9
barbarous,2.23,2.41,0,100100000,2.181157331,9
lecturers,3.8,2.83,16.15,100100000,2.436680922,9
tribesmen,2.96,3.13,0.77,100100000,2.096631369,9
landowner,2.96,3.19,0,100100000,2.019488124,9
fisherman,3.58,3.67,2.31,100100000,2.185823097,9
histories,3.69,3.8,2.31,100100000,2.654924515,9
listeners,6.09,4.28,29.23,100100000,2.699123102,9
fishermen,5.92,6.27,1.54,100100000,2.301329898,9
doctrines,6.09,6.45,1.54,100100000,2.491477372,9
historian,9.55,9.04,16.15,100100000,2.438785185,9
distances,13.63,13.86,10.77,100100000,2.752796973,9
fantasies,13.91,14.82,2.31,100100000,2.634850112,9
factories,20.22,19.4,30.77,100100000,2.522303386,9
distanced,0.5,0.3,3.08,100100001,2.792345617,9
disbarred,0.34,0.36,0,100100001,2.297477516,9
disdained,0.34,0.36,0,100100001,2.325358937,9
tenderest,0.34,0.36,0,100100001,2.63018046,9
disbursed,0.45,0.48,0,100100001,2.356707172,9
deodorant,0.67,0.72,0,100100001,2.248705126,9
trademark,0.78,0.84,0,100100001,2.302803589,9
fraternal,1.23,1.14,2.31,100100001,2.467451321,9
harboured,1.23,1.33,0,100100001,2.340411831,9
festooned,1.4,1.51,0,100100001,2.323715921,9
bacterial,1.56,1.51,2.31,100100001,2.550890007,9
handiwork,1.9,1.99,0.77,100100001,1.979717639,9
doctrinal,2.4,2.35,3.08,100100001,2.337038387,9
fictional,2.74,2.65,3.85,100100001,2.220269419,9
boulevard,4.08,4.4,0,100100001,2.018605873,9
fashioned,5.42,5,10.77,100100001,2.287479965,9
dishonest,5.75,5.96,3.08,100100001,2.442943168,9
testament,10.78,10.96,8.46,100100001,2.715930655,9
technical,55.53,52.89,89.23,100100001,2.57589165,9
limbering,0.34,0.36,0,100100002,2.543908161,9
hindering,0.5,0.48,0.77,100100002,2.768680397,9
bantering,0.5,0.54,0,100100002,2.91436302,9
doctoring,0.5,0.54,0,100100002,2.646160295,9
hectoring,0.5,0.54,0,100100002,2.685515921,9
hankering,0.61,0.6,0.77,100100002,2.524464682,9
deadening,0.61,0.66,0,100100002,2.881152506,9
bartering,0.67,0.72,0,100100002,2.915757008,9
bestowing,0.73,0.78,0,100100002,2.779207095,9
tailoring,0.78,0.84,0,100100002,2.602267369,9
teetering,0.89,0.96,0,100100002,2.660732914,9
bickering,1.01,1.08,0,100100002,2.477123744,9
fastening,1.01,1.08,0,100100002,2.808603175,9
festering,1.01,1.08,0,100100002,2.89892283,9
hastening,1.12,1.2,0,100100002,2.815637259,9
loitering,1.28,1.27,1.54,100100002,2.659704046,9
tinkering,1.56,1.57,1.54,100100002,2.383998947,9
hardening,1.56,1.63,0.77,100100002,2.712731839,9
torturing,1.51,1.63,0,100100002,2.727189884,9
beckoning,1.84,1.99,0,100100002,2.549002787,9
lumbering,1.84,1.99,0,100100002,2.381100405,9
bordering,2.29,2.47,0,100100002,2.717147428,9
featuring,2.51,2.71,0,100100002,2.671563416,9
darkening,2.79,3.01,0,100100002,2.578221977,9
lecturing,2.96,3.01,2.31,100100002,2.650080306,9
deafening,3.18,3.37,0.77,100100002,2.788077226,9
fostering,4.41,4.76,0,100100002,2.932433246,9
declaring,5.64,5.96,1.54,100100002,2.880943437,9
testimony,8.55,9.04,2.31,100100002,2.301002282,9
declining,9.22,9.7,3.08,100100002,2.949843607,9
listening,57.15,54.94,85.38,100100002,2.913043011,9
distrusts,0.39,0.42,0,100100010,2.354653962,9
backwoods,0.45,0.48,0,100100010,1.726508342,9
foxhounds,0.45,0.48,0,100100010,1.609994812,9
hardwoods,0.5,0.54,0,100100010,1.65957062,9
distracts,0.56,0.54,0.77,100100010,2.491476813,9
doctorate,1.01,0.9,2.31,100100010,2.359130676,9
tribunals,1.23,1.33,0,100100010,2.079418044,9
landmarks,2.51,2.71,0,100100010,1.804309588,9
festivals,3.97,3.8,6.15,100100010,2.28554853,9
districts,7.09,7.41,3.08,100100010,2.586912338,9
fortunate,17.32,17.83,10.77,100100010,2.503088933,9
backwards,19.72,19.82,18.46,100100010,2.003601501,9
barbarity,0.39,0.42,0,100100012,2.307765459,9
festivity,0.67,0.72,0,100100012,2.476392992,9
forlornly,0.95,1.02,0,100100012,2.404241421,9
dexterity,1.96,2.05,0.77,100100012,2.505775553,9
furtively,2.85,3.07,0,100100012,2.433870456,9
brokerage,0.61,0.66,0,100100020,2.316158584,9
handicaps,3.46,3.49,3.08,100100020,2.182643225,9
landscape,28.66,29.82,13.85,100100020,1.99827874,9
dishwater,0.34,0.36,0,100100100,2.173802462,9
bombastic,0.39,0.42,0,100100100,2.107601249,9
diatribes,0.39,0.42,0,100100100,2.437350477,9
bookmaker,0.45,0.48,0,100100100,1.421456089,9
foxhunter,0.45,0.48,0,100100100,1.691482005,9
banknotes,0.67,0.72,0,100100100,1.854611375,9
backsides,0.89,0.9,0.77,100100100,2.104329058,9
footnotes,1.28,1.39,0,100100100,2.134122662,9
backwater,1.34,1.45,0,100100100,2.220072486,9
testicles,2.01,2.17,0,100100100,2.614637606,9
bartender,2.29,2.47,0,100100100,2.521883785,9
tentacles,3.07,3.31,0,100100100,2.534059508,9
dialectic,3.3,3.55,0,100100100,2.396533221,9
headaches,5.36,5.66,1.54,100100100,2.230882082,9
fantastic,17.21,15.84,34.62,100100100,2.372671892,9
husbanded,0.34,0.36,0,100100101,2.110066133,9
frolicked,0.45,0.48,0,100100101,2.195157187,9
bombarded,1.06,1.14,0,100100101,2.302719748,9
disbanded,1.51,1.63,0,100100101,2.393080999,9
forfeited,1.68,1.75,0.77,100100101,2.55761422,9
distended,1.96,2.11,0,100100101,2.798569496,9
distorted,9.83,10.06,6.92,100100101,2.775059327,9
disturbed,25.42,27.05,4.62,100100101,2.572754763,9
dentistry,1.68,1.63,2.31,100100102,2.575653512,9
husbandry,2.91,3.13,0,100100102,1.743939274,9
handcuffs,2.12,2.29,0,100100110,1.252025558,9
hundredth,2.23,2.17,3.08,100100111,1.660991041,9
factually,0.39,0.36,0.77,100100112,2.415191005,9
distantly,1.01,1.08,0,100100112,2.752351326,9
foolishly,3.02,3.13,1.54,100100112,2.24596387,9
burlesque,0.56,0.6,0,100100200,1.888018965,9
distemper,0.61,0.66,0,100100200,2.378219489,9
harbinger,0.78,0.84,0,100100200,2.213424755,9
bandwagon,0.89,0.9,0.77,100100200,1.838571596,9
hamburger,2.85,3.07,0,100100200,1.868886671,9
destroyer,3.8,3.98,1.54,100100200,2.35441848,9
technique,31.68,31.63,32.31,100100200,2.13644415,9
hackneyed,0.39,0.42,0,100100201,1.755208021,9
destroyed,44.3,46.45,16.92,100100201,2.47853391,9
hindsight,2.57,2.65,1.54,100100211,2.050310998,9
fortnight,15.31,14.16,30,100100211,2.161506414,9
feelingly,0.39,0.42,0,100100212,2.099543495,9
lactation,0.56,0.6,0,100101000,2.711529231,9
headstone,0.61,0.66,0,100101000,2.285829653,9
diabetics,0.73,0.78,0,100101000,2.231718884,9
tribalism,0.73,0.78,0,100101000,2.180279242,9
testifies,1.06,1.14,0,100101000,2.710654655,9
bookstore,1.23,1.33,0,100101000,2.050338009,9
tombstone,1.28,1.39,0,100101000,2.089701292,9
bachelors,1.51,1.51,1.54,100101000,2.265840779,9
feudalism,1.62,1.75,0,100101000,1.85548908,9
tasteless,1.68,1.81,0,100101000,2.311591184,9
dictation,1.79,1.87,0.77,100101000,2.778468532,9
dandelion,1.84,1.99,0,100101000,2.641999519,9
dictators,2.29,2.47,0,100101000,2.520805466,9
tentative,7.09,7.59,0.77,100101000,2.810845364,9
tradition,56.37,57.05,47.69,100101000,2.818313968,9
dandified,0.34,0.36,0,100101001,2.57004694,9
footstool,0.67,0.72,0,100101001,1.888996106,9
bandstand,1.06,1.14,0,100101001,2.336205027,9
testified,2.91,3.07,0.77,100101001,2.750203299,9
turbulent,3.58,3.8,0.77,100101001,2.109539159,9
fortified,3.97,4.28,0,100101001,2.711129757,9
disbelief,6.48,6.93,0.77,100101001,2.134776756,9
laudatory,0.39,0.42,0,100101002,2.125017056,9
dictating,0.89,0.9,0.77,100101002,2.853002053,9
disliking,1.17,1.27,0,100101002,2.248403012,9
tributary,1.56,1.63,0.77,100101002,2.222566288,9
dichotomy,1.73,1.69,2.31,100101002,2.011087648,9
twitching,4.75,5.12,0,100101002,2.330844737,9
trilobite,0.34,0.36,0,100101010,2.063208959,9
landslide,1.34,1.45,0,100101010,2.04825883,9
fortitude,1.62,1.75,0,100101010,2.431247496,9
destitute,2.4,2.59,0,100101010,2.650359718,9
handshake,2.46,2.59,0.77,100101010,1.807443375,9
foodstuff,0.34,0.36,0,100101011,1.610363918,9
bombshell,0.56,0.6,0,100101011,1.838181659,9
bookshelf,0.61,0.66,0,100101011,1.558156411,9
dishcloth,0.61,0.66,0,100101011,1.548731851,9
backcloth,0.84,0.9,0,100101011,1.449184928,9
brutality,5.81,6.14,1.54,100101012,2.401227745,9
liability,7.26,7.29,6.92,100101012,2.261683861,9
fertility,8.6,9.16,1.54,100101012,2.55785583,9
hostility,15.81,16.81,3.08,100101012,2.548258695,9
lordships,0.73,0.78,0,100101020,1.814517782,9
bookshops,1.84,1.75,3.08,100101020,1.635233386,9
backstage,1.79,1.87,0.77,100101020,2.132031805,9
hardships,2.18,2.29,0.77,100101020,1.890875997,9
footsteps,12.46,13.31,1.54,100101020,1.914708815,9
tautology,0.39,0.42,0,100101022,1.676892797,9
forbidden,16.26,16.69,10.77,100101100,2.127269696,9
distilled,1.73,1.63,3.08,100101101,2.705053854,9
dislodged,1.34,1.45,0,100101201,2.151408221,9
harlequin,0.95,0.96,0.77,100102000,1.492005715,9
dialogues,1.4,1.33,2.31,100102000,2.193387529,9
boutiques,1.23,1.33,0,100102000,1.965312709,9
hooligans,1.51,1.57,0.77,100102000,2.108886025,9
biologist,1.9,1.93,1.54,100102001,2.01333255,9
bandaging,0.78,0.84,0,100102002,2.38333124,9
bootlaces,0.34,0.36,0,100110000,2.214316784,9
hawthorns,0.34,0.36,0,100110000,1.162021451,9
trillions,0.45,0.42,0.77,100110000,2.539966855,9
footloose,0.5,0.54,0,100110000,1.925661579,9
deadlines,0.73,0.66,1.54,100110000,2.5644263,9
headdress,0.61,0.66,0,100110000,2.087320827,9
backfires,0.73,0.78,0,100110000,1.789872824,9
loathsome,1.68,1.63,2.31,100110000,1.528221178,9
headlines,8.27,8.55,4.62,100110000,2.41809353,9
furthered,0.45,0.48,0,100110001,2.480125062,9
deadliest,0.5,0.54,0,100110001,2.345233544,9
headboard,0.56,0.6,0,100110001,1.945025955,9
backfired,0.61,0.66,0,100110001,1.829421468,9
backbench,0.67,0.72,0,100110001,1.68417668,9
hardboard,0.73,0.78,0,100110001,1.922938057,9
headlined,0.78,0.84,0,100110001,2.457642174,9
driftwood,1.06,1.14,0,100110001,1.539697277,9
birthmark,1.12,1.2,0,100110001,1.877339613,9
dashboard,2.07,2.23,0,100110001,1.758032566,9
feathered,2.12,2.29,0,100110001,2.378611565,9
brilliant,39.27,39.7,33.85,100110001,2.504539707,9
diathermy,0.34,0.36,0,100110002,1.854032992,9
birthrate,0.39,0.42,0,100110010,2.138563509,9
headlands,0.39,0.42,0,100110010,2.210065588,9
handbrake,0.45,0.48,0,100110010,1.83122173,9
handbooks,0.67,0.72,0,100110010,1.709105375,9
toothache,1.28,1.33,0.77,100110010,1.728869554,9
textbooks,3.02,2.95,3.85,100110010,1.374939326,9
landlords,16.09,15.96,17.69,100110010,2.163602509,9
forthwith,2.07,2.11,1.54,100110011,2.241795901,9
brotherly,1.17,1.27,0,100110012,2.341608934,9
foolhardy,1.23,1.27,0.77,100110012,1.851886442,9
headlamps,0.5,0.54,0,100110020,1.742565752,9
ducklings,0.84,0.9,0,100110020,1.829370034,9
dwellings,12.07,12.95,0.77,100110020,2.005987691,9
buildings,56.54,56.2,60.77,100110020,2.220002067,9
handlebar,0.34,0.36,0,100110100,1.638916024,9
backdated,0.34,0.36,0,100110101,2.127573579,9
footfalls,0.34,0.36,0,100110110,2.030928111,9
footholds,0.45,0.48,0,100110110,1.817168682,9
handbills,0.56,0.6,0,100110110,2.036048405,9
footballs,0.61,0.66,0,100110110,1.998770987,9
foothills,4.13,4.4,0.77,100110110,2.022674567,9
tactfully,3.24,3.43,0.77,100110112,2.12667917,9
headlight,1.12,1.2,0,100110211,2.03290842,9
deathless,0.45,0.48,0,100111000,2.284388411,9
faithless,0.67,0.72,0,100111000,2.073900405,9
faultless,1.23,1.27,0.77,100111000,1.994754964,9
toothless,1.79,1.87,0.77,100111000,2.021707701,9
healthier,3.24,3.31,2.31,100111000,2.429280881,9
doubtless,9.55,10.12,2.31,100111000,2.00503054,9
twiddling,0.5,0.54,0,100111002,2.039368386,9
dribbling,1.34,1.39,0.77,100111002,2.152749857,9
healthily,0.89,0.9,0.77,100111012,2.390933741,9
birthdays,1.73,1.87,0,100111020,1.592745721,9
healthful,0.34,0.36,0,100111101,1.876400175,9
toothpick,0.73,0.78,0,100112001,1.58292685,9
footprint,0.56,0.6,0,100120001,2.33915973,9
foolproof,1.12,1.2,0,100120001,1.746547189,9
backyards,0.39,0.42,0,100120010,1.708938738,9
footpaths,1.17,1.27,0,100120110,1.800698149,9
largeness,0.34,0.3,0.77,100200000,2.424053227,9
burgesses,0.34,0.36,0,100200000,2.563749216,9
disgraces,0.39,0.42,0,100200000,2.464121565,9
kangaroos,0.67,0.72,0,100200000,1.713133154,9
hangovers,0.84,0.78,1.54,100200000,2.261542736,9
dispenser,0.78,0.84,0,100200000,2.571393653,9
dungarees,0.78,0.84,0,100200000,2.078405844,9
forgeries,0.84,0.9,0,100200000,2.743664121,9
draperies,1.28,1.39,0,100200000,2.555558159,9
diagnoses,1.56,1.51,2.31,100200000,2.143197043,9
turquoise,2.07,2.23,0,100200000,1.514534808,9
disguises,2.18,2.35,0,100200000,2.348122911,9
fragrance,2.57,2.77,0,100200000,2.455628775,9
diagnosis,9.05,9.46,3.85,100200000,1.765164009,9
dangerous,81.73,82.77,68.46,100200000,2.491464609,9
burgeoned,0.34,0.36,0,100200001,2.132947097,9
lampooned,0.45,0.48,0,100200001,2.231418165,9
disproved,1.23,1.27,0.77,100200001,2.294642604,9
lacquered,1.23,1.33,0,100200001,2.085295422,9
despaired,1.34,1.39,0.77,100200001,2.559185866,9
bargained,1.56,1.69,0,100200001,2.499632935,9
disgraced,1.68,1.81,0,100200001,2.503670209,9
dispersal,2.35,2.23,3.85,100200001,2.543858988,9
dispensed,3.02,3.13,1.54,100200001,2.695509083,9
diagnosed,3.52,3.73,0.77,100200001,2.182745686,9
dispersed,6.76,7.11,2.31,100200001,2.764151956,9
disguised,9.33,9.88,2.31,100200001,2.387671555,9
tempering,0.34,0.36,0,100200002,2.904192643,9
hampering,0.45,0.42,0.77,100200002,2.766333964,9
despising,0.45,0.48,0,100200002,2.838153261,9
dampening,0.73,0.72,0.77,100200002,2.709151845,9
tampering,1.01,1.08,0,100200002,2.667962407,9
forgiving,1.51,1.51,1.54,100200002,2.491459198,9
fingering,1.62,1.75,0,100200002,2.776914871,9
disposing,2.18,2.17,2.31,100200002,2.840382323,9
deepening,2.68,2.89,0,100200002,2.686129534,9
lingering,5.53,5.78,2.31,100200002,2.793582868,9
frequency,12.63,9.04,58.46,100200002,2.18560597,9
temporary,29.16,30.72,9.23,100200002,2.559149349,9
linguists,1.06,0.54,7.69,100200010,2.133869207,9
disparate,2.68,2.65,3.08,100200010,2.581917318,9
temperate,6.54,6.99,0.77,100200010,2.617163023,9
fragments,15.75,16.93,0.77,100200010,2.305015595,9
desperate,31.06,32.53,12.31,100200010,2.70996298,9
longevity,1.17,1.27,0,100200012,2.334149688,9
disparity,3.46,3.31,5.38,100200012,2.678094156,9
disparage,0.56,0.54,0.77,100200020,2.498735589,9
tarpaulin,1.62,1.75,0,100200100,1.832172344,9
despoiled,0.34,0.36,0,100200101,2.422012863,9
disported,0.34,0.36,0,100200101,2.756767086,9
disgusted,4.97,5.12,3.08,100200101,2.554432998,9
fingertip,0.84,0.84,0.77,100200102,2.233802678,9
lorgnette,0.34,0.36,0,100200110,2.004568476,9
buoyantly,0.56,0.6,0,100200112,1.614310696,9
dragonfly,0.95,1.02,0,100200112,1.757012537,9
languidly,1.4,1.39,1.54,100200112,2.009836808,9
languages,24.02,19.94,76.15,100200200,2.268790734,9
disgorged,0.34,0.36,0,100200201,2.306972804,9
longingly,0.73,0.78,0,100200212,2.242665028,9
biography,5.75,4.1,26.92,100200212,1.844372051,9
despotism,1.01,1.08,0,100201000,2.612594594,9
torpedoes,1.06,1.14,0,100201000,2.080837142,9
bungalows,1.73,1.69,2.31,100201000,1.713686813,9
drugstore,1.62,1.75,0,100201000,1.953405046,9
tragedies,2.23,2.29,1.54,100201000,2.531076916,9
brigadier,4.02,4.28,0.77,100201000,2.269375439,9
torpedoed,1.12,1.14,0.77,100201001,2.120385785,9
targeting,0.73,0.78,0,100201002,2.658164846,9
disputing,1.01,0.84,3.08,100201002,2.821299105,9
bicycling,2.4,2.59,0,100201002,1.993078829,9
longitude,0.34,0.36,0,100201010,2.13686546,9
turpitude,0.34,0.36,0,100201010,2.055808549,9
lampshade,0.39,0.42,0,100201010,1.592202744,9
hospitals,23.24,23.43,20.77,100201010,2.402493616,9
frugality,0.61,0.66,0,100201012,2.190661135,9
frigidity,0.84,0.9,0,100201012,2.34647461,9
fragility,2.01,2.11,0.77,100201012,2.316324561,9
forgotten,58.16,59.22,44.62,100201100,2.361519816,9
forgetful,1.17,1.2,0.77,100201101,2.216295847,9
dispelled,1.84,1.93,0.77,100201101,2.638271974,9
taxpayers,6.37,6.14,9.23,100202000,1.747045589,9
foxgloves,0.34,0.36,0,100210000,1.252971881,9
displease,0.56,0.6,0,100210000,2.280331388,9
toughness,2.12,2.17,1.54,100210000,2.056038645,9
toughened,0.56,0.54,0.77,100210001,2.382395864,9
displaced,4.97,5.24,1.54,100210001,2.581165015,9
doughnuts,1.01,1.08,0,100210010,1.989821397,9
dumplings,0.56,0.6,0,100210020,2.079608172,9
diaphragm,6.37,6.87,0,100210020,1.764409195,9
loopholes,1.23,1.27,0.77,100210100,1.938720979,9
laughable,0.73,0.66,1.54,100210110,2.125188619,9
displayed,16.7,17.41,7.69,100210201,2.454133512,9
lamplight,1.84,1.99,0,100210211,2.042895745,9
beryllium,0.34,0.36,0,100211000,1.618294833,9
frightens,1.73,1.81,0.77,100211000,2.318985084,9
daughters,28.38,30.12,6.15,100211000,2.180855702,9
brightest,2.85,2.95,1.54,100211001,2.251529151,9
haughtily,0.73,0.72,0.77,100211012,2.248186803,9
frightful,5.81,5.42,10.77,100211101,1.997337283,9
triggered,3.52,3.73,0.77,100220001,2.360796101,9
droppings,2.23,2.41,0,100220020,2.001662254,9
trappings,2.29,2.41,0.77,100220020,2.086810742,9
bohemians,0.39,0.42,0,101000000,2.004974169,9
talismans,0.39,0.42,0,101000000,2.097190887,9
falseness,0.5,0.54,0,101000000,2.207735842,9
detainees,0.56,0.6,0,101000000,2.476359704,9
takeovers,0.73,0.78,0,101000000,1.669123187,9
balconies,2.29,2.47,0,101000000,2.34635011,9
delirious,2.63,2.83,0,101000000,2.663112611,9
delusions,2.79,2.95,0.77,101000000,2.588236982,9
hilarious,3.52,3.55,3.08,101000000,2.351583938,9
laborious,3.46,3.67,0.77,101000000,2.310653101,9
librarian,3.69,3.73,3.08,101000000,2.230306048,9
believers,3.85,3.86,3.85,101000000,2.446437554,9
deference,4.02,4.28,0.77,101000000,2.683724293,9
ludicrous,6.26,6.08,8.46,101000000,2.193904557,9
labourers,8.88,9.4,2.31,101000000,2.275204476,9
libraries,9.55,9.4,11.54,101000000,2.446445378,9
tolerance,9.78,9.64,11.54,101000000,2.631606127,9
defensive,15.25,16.08,4.62,101000000,2.662105529,9
delicious,17.82,19.22,0,101000000,2.74089384,9
determine,24.92,24.64,28.46,101000000,2.670728172,9
behaviour,80.84,83.19,50.77,101000000,2.300203355,9
televised,1.73,1.87,0,101000001,2.489683607,9
detriment,1.79,1.93,0,101000001,2.622710343,9
botanical,2.07,1.99,3.08,101000001,2.429061925,9
deficient,3.3,3.43,1.54,101000001,2.600641479,9
holocaust,3.69,3.73,3.08,101000001,2.028421794,9
deterrent,12.07,11.51,19.23,101000001,2.780325712,9
delivered,22.91,24.28,5.38,101000001,2.58121107,9
deferring,0.39,0.42,0,101000002,2.842864161,9
deforming,0.45,0.48,0,101000002,2.572993045,9
detaining,0.45,0.48,0,101000002,2.771970125,9
deterring,0.73,0.66,1.54,101000002,2.914507607,9
labouring,3.07,3.19,1.54,101000002,2.48860386,9
balancing,6.26,6.45,3.85,101000002,2.540460294,9
believing,16.31,16.93,8.46,101000002,2.666586292,9
hibernate,0.39,0.3,1.54,101000010,2.205398293,9
delineate,0.45,0.48,0,101000010,2.409929214,9
futurists,0.56,0.6,0,101000010,2.393103363,9
lubricate,0.56,0.6,0,101000010,2.20961392,9
botanists,0.84,0.9,0,101000010,2.290522754,9
filaments,1.23,1.2,1.54,101000010,2.243489314,9
tutorials,2.12,1.45,10.77,101000010,2.224479028,9
tediously,0.67,0.72,0,101000012,2.471009068,9
deformity,1.23,1.33,0,101000012,2.382140264,9
dubiously,1.34,1.45,0,101000012,2.26081667,9
hideously,2.74,2.77,2.31,101000012,2.054420723,9
telescope,6.42,6.93,0,101000020,2.034638457,9
detonator,0.39,0.42,0,101000100,2.247247181,9
bulrushes,0.45,0.48,0,101000100,1.847415181,9
tolerates,0.45,0.48,0,101000100,2.769817949,9
dedicates,0.5,0.54,0,101000100,2.65430152,9
liberator,0.95,1.02,0,101000100,2.282880483,9
kilometre,2.46,2.35,3.85,101000100,1.925291551,9
badminton,2.51,2.53,2.31,101000100,2.182943011,9
federated,0.34,0.36,0,101000101,2.640332386,9
hobnailed,0.34,0.36,0,101000101,1.83224492,9
defrosted,0.39,0.42,0,101000101,2.470739096,9
debauched,0.67,0.72,0,101000101,2.110179072,9
detonated,0.95,1.02,0,101000101,2.579588581,9
tolerated,4.58,4.94,0,101000101,2.809366592,9
liberated,7.65,8.25,0,101000101,2.615221883,9
dedicated,18.83,19.7,7.69,101000101,2.693850164,9
telemetry,0.34,0.36,0,101000102,2.350720668,9
kilowatts,0.61,0.54,1.54,101000110,1.910302912,9
definable,1.01,1.08,0,101000110,2.437552373,9
tolerable,4.58,4.82,1.54,101000110,2.598106966,9
laterally,0.89,0.9,0.77,101000112,2.771159269,9
tolerably,1.12,1.02,2.31,101000112,2.659999744,9
defiantly,1.62,1.75,0,101000112,2.513239421,9
liberally,2.18,2.35,0,101000112,2.504669604,9
literally,26.7,26.33,31.54,101000112,2.78108251,9
dalmatian,0.34,0.18,2.31,101001000,2.179099365,9
balaclava,0.45,0.36,1.54,101001000,1.468201187,9
libertine,0.39,0.42,0,101001000,2.577750868,9
defeatism,0.45,0.48,0,101001000,2.639754508,9
detectors,0.73,0.6,2.31,101001000,2.696118693,9
defectors,0.73,0.78,0,101001000,2.624475247,9
fetishism,1.01,1.08,0,101001000,2.30471328,9
deductive,1.34,1.45,0,101001000,2.570908057,9
defection,2.57,2.59,2.31,101001000,2.882138313,9
defective,2.96,2.83,4.62,101001000,2.74373198,9
defenders,4.47,4.82,0,101001000,2.66089472,9
detection,4.8,5.12,0.77,101001000,2.953781759,9
deduction,5.59,5.96,0.77,101001000,2.70931439,9
liberties,5.98,6.08,4.62,101001000,2.614933405,9
detention,6.09,6.57,0,101001000,2.985905025,9
detective,17.54,18.55,4.62,101001000,2.815375426,9
defeatist,0.45,0.48,0,101001001,2.681378318,9
falsified,0.78,0.84,0,101001001,2.273735342,9
fetishist,0.78,0.84,0,101001001,2.34633709,9
falsehood,1.01,1.08,0,101001001,1.929705981,9
defendant,4.92,5.3,0,101001001,2.63197423,9
deducting,0.39,0.42,0,101001002,2.783847911,9
detaching,0.61,0.66,0,101001002,2.642820809,9
detailing,1.68,1.81,0,101001002,2.659353708,9
defeating,1.96,2.05,0.77,101001002,2.9164331,9
detecting,2.4,2.53,0.77,101001002,3.02831528,9
defending,9.55,9.88,5.38,101001002,2.85960001,9
bedridden,0.34,0.36,0,101001100,2.142073142,9
bedsitter,0.95,0.72,3.85,101001100,2.385090123,9
defaulted,0.34,0.36,0,101001101,2.217134176,9
betrothal,0.5,0.48,0.77,101001101,2.048126026,9
betrothed,0.56,0.6,0,101001101,2.336666276,9
bilingual,0.95,0.9,1.54,101002001,2.023454633,9
detergent,5.08,5.48,0,101002001,2.611689806,9
betraying,2.4,2.59,0,101002002,2.446179468,9
belonging,11.23,11.87,3.08,101002002,2.537567009,9
betrayals,0.67,0.72,0,101002010,2.120344308,9
kidnapper,0.34,0.36,0,101002200,1.458374251,9
kidnapped,2.57,2.71,0.77,101002201,1.582489681,9
hoteliers,0.39,0.42,0,101010000,2.469910604,9
lifetimes,0.78,0.84,0,101010000,2.772338216,9
betokened,0.56,0.6,0,101010001,2.133025094,9
bolstered,0.84,0.9,0,101010001,2.370627469,9
butchered,1.73,1.87,0,101010001,2.203940926,9
bilateral,1.84,1.93,0.77,101010001,2.181365887,9
kilohertz,0.67,0,9.23,101010010,1.372274821,9
bedsteads,0.39,0.42,0,101010010,1.908474488,9
debutante,0.39,0.42,0,101010010,2.19594335,9
lifeboats,0.73,0.78,0,101010010,2.1732283,9
latitudes,1.56,1.69,0,101010100,2.435842955,9
habitable,0.84,0.9,0,101010110,2.283007088,9
debatable,1.17,1.2,0.77,101010110,2.287971136,9
dolefully,0.34,0.36,0,101010112,2.499701585,9
balefully,0.56,0.6,0,101010112,2.385807629,9
belatedly,1.12,1.2,0,101010112,2.447591778,9
dutifully,4.3,4.64,0,101010112,2.197770353,9
libellous,0.45,0.36,1.54,101011000,2.149266744,9
hatchback,0.45,0.48,0,101011001,1.655035992,9
lifeblood,0.67,0.72,0,101011001,2.073322559,9
befitting,0.56,0.6,0,101011002,2.702448618,9
totalling,0.95,1.02,0,101011002,2.49086055,9
labelling,2.96,3.13,0.77,101011002,2.450281047,9
belittled,0.61,0.66,0,101011101,2.410231423,9
befuddled,0.67,0.72,0,101011101,1.709524911,9
litigious,0.39,0.42,0,101020000,2.427098783,9
diligence,1.34,1.45,0,101020000,2.527812008,9
telegrams,2.85,3.01,0.77,101020000,2.064534417,9
kilograms,3.8,3.31,10,101020000,1.664828403,9
filigreed,0.39,0.42,0,101020001,2.355401255,9
bedspread,1.56,1.2,6.15,101020001,1.773499773,9
telegraph,8.27,8.61,3.85,101020021,2.126442534,9
delegates,12.01,12.53,5.38,101020100,2.613602246,9
delegated,1.34,1.45,0,101020101,2.65315089,9
telepathy,1.23,0.78,6.92,101020112,2.198278355,9
telephone,101.12,104.28,60.77,101021000,2.468902973,9
delighted,29.33,30.36,16.15,101021101,2.62620654,9
ballrooms,0.34,0.36,0,101100000,1.656066931,9
bellicose,0.39,0.36,0.77,101100000,2.227378153,9
dalliance,0.34,0.36,0,101100000,2.394934158,9
bilharzia,0.5,0.54,0,101100000,1.030284661,9
lotteries,0.5,0.54,0,101100000,2.563685299,9
fallacies,0.78,0.72,1.54,101100000,2.485571824,9
